225.964, 128.535, 8.333, 15.361 False
225.686, 128.532, 8.333, 15.394 False
225.408, 128.529, 8.333, 15.427 False
225.131, 128.526, 8.333, 15.460 False
224.853, 128.523, 8.333, 15.493 False
224.575, 128.520, 8.333, 15.526 False
224.297, 128.517, 8.333, 15.559 False
224.019, 128.515, 8.333, 15.592 False
223.742, 128.513, 8.333, 15.625 False
223.464, 128.511, 8.333, 15.658 False
223.186, 128.509, 8.333, 15.691 False
222.908, 128.507, 8.333, 15.724 False
222.631, 128.505, 8.333, 15.757 False
222.353, 128.505, 8.333, 15.790 False
222.075, 128.504, 8.333, 15.823 False
221.797, 128.503, 8.333, 15.856 False
221.519, 128.502, 8.333, 15.889 False
221.242, 128.502, 8.333, 15.922 False
220.964, 128.502, 8.333, 15.955 False
220.686, 128.501, 8.333, 15.988 False
220.408, 128.501, 8.333, 16.021 False
220.131, 128.501, 8.333, 16.054 False
219.853, 128.502, 8.333, 16.087 False
219.575, 128.502, 8.333, 16.120 False
219.297, 128.503, 8.333, 16.153 False
219.020, 128.504, 8.333, 16.186 False
218.742, 128.505, 8.333, 16.219 False
218.464, 128.506, 8.333, 16.252 False
218.186, 128.508, 8.333, 16.285 False
217.908, 128.509, 8.333, 16.318 False
217.631, 128.511, 8.333, 16.351 False
217.353, 128.513, 8.333, 16.384 False
217.075, 128.515, 8.333, 16.417 False
216.797, 128.518, 8.333, 16.450 False
216.520, 128.520, 8.333, 16.483 False
216.242, 128.523, 8.333, 16.516 False
215.964, 128.525, 8.333, 16.549 False
215.686, 128.528, 8.333, 16.582 False
215.408, 128.531, 8.333, 16.615 False
215.131, 128.534, 8.333, 16.648 False
214.853, 128.538, 8.333, 16.681 False
214.575, 128.541, 8.333, 16.714 False
214.297, 128.545, 8.333, 16.747 False
214.020, 128.548, 8.333, 16.780 False
213.742, 128.552, 8.333, 16.813 False
213.464, 128.556, 8.333, 16.846 False
213.186, 128.560, 8.333, 16.879 False
212.909, 128.565, 8.333, 16.912 False
212.631, 128.570, 8.333, 16.945 False
212.353, 128.575, 8.333, 16.978 False
212.076, 128.579, 8.333, 17.011 False
211.798, 128.584, 8.333, 17.044 False
211.520, 128.589, 8.333, 17.077 False
211.242, 128.594, 8.333, 17.110 False
210.965, 128.599, 8.333, 17.143 False
210.687, 128.605, 8.333, 17.176 False
210.409, 128.610, 8.333, 17.209 False
210.131, 128.615, 8.333, 17.242 False
209.854, 128.621, 8.333, 17.275 False
209.576, 128.627, 8.333, 17.308 False
209.298, 128.633, 8.333, 17.341 False
209.021, 128.638, 8.333, 17.374 False
208.743, 128.644, 8.333, 17.407 False
208.465, 128.650, 8.333, 17.440 False
208.187, 128.656, 8.333, 17.473 False
207.910, 128.662, 8.333, 17.506 False
207.632, 128.669, 8.333, 17.539 False
207.354, 128.675, 8.333, 17.572 False
207.077, 128.681, 8.333, 17.605 False
206.799, 128.687, 8.333, 17.638 False
206.521, 128.694, 8.333, 17.671 False
206.244, 128.701, 8.333, 17.704 False
205.966, 128.707, 8.333, 17.737 False
205.688, 128.714, 8.333, 17.770 False
205.410, 128.721, 8.333, 17.803 False
205.133, 128.727, 8.333, 17.836 False
204.855, 128.734, 8.333, 17.869 False
204.577, 128.741, 8.333, 17.902 False
204.300, 128.748, 8.333, 17.935 False
204.022, 128.755, 8.333, 17.968 False
203.744, 128.762, 8.333, 18.001 False
203.467, 128.769, 8.333, 18.034 False
203.189, 128.777, 8.333, 18.067 False
202.911, 128.784, 8.333, 18.100 False
202.634, 128.791, 8.333, 18.133 False
202.356, 128.799, 8.333, 18.166 False
202.078, 128.806, 8.333, 18.199 False
201.801, 128.814, 8.333, 18.232 False
201.523, 128.821, 8.333, 18.265 False
201.245, 128.828, 8.333, 18.298 False
200.968, 128.836, 8.333, 18.331 False
200.690, 128.844, 8.333, 18.364 False
200.412, 128.851, 8.333, 18.397 False
200.135, 128.859, 8.333, 18.430 False
199.857, 128.867, 8.333, 18.463 False
199.579, 128.874, 8.333, 18.496 False
199.302, 128.882, 8.333, 18.529 False
199.024, 128.890, 8.333, 18.562 False
198.746, 128.898, 8.333, 18.595 False
198.469, 128.906, 8.333, 18.628 False
198.191, 128.914, 8.333, 18.661 False
197.913, 128.921, 8.333, 18.694 False
197.636, 128.929, 8.333, 18.727 False
197.358, 128.937, 8.333, 18.760 False
197.080, 128.945, 8.333, 18.793 False
